"","description","color","variety","country","id"
"60113","This is an attractive but focused wine with loads of juicy red plum guts, mashed raspberry and blackberry preserve flavors framing licorice and sweet spice backnotes. Robust and spicy with a strong cocoa flavored finish.","Red","Rhône-style Red Blend","South Africa",60113
"18377","Possibly too rich, this is a full, sumptuous wine. It has great weight, density, a smooth, wood-aged character that shows through the sweet plums. For what it is, a very rich wine that shows some pepper alcohol—it offers a juicy character and ageability. Drink from 2016.","Red","Bordeaux-style Red Blend","France",18377
"85665","This well-balanced, flavorful and medium-bodied wine will pair nicely with many different meat, poultry and pasta dishes without distracting from the food. It smells lightly spicy, tastes like raspberries and red cherries and has light tannins that add some needed grip.","Red","Cabernet Sauvignon","US",85665
"15673","Fragrant blue flower, baking spice and wild berry aromas lead the nose. Zesty acidity and taut tannins frame fresh sour cherry, star anise and chopped herb flavors.","Red","Red Blend","Italy",15673
"44802","This Zin is made in the St. Francis style of dryness at the cost of extremely high alcohol. It's a good, lusty wine made for drinking with rich fare that will counter-balanced the heat. The flavors of blackberries, currants and peppery spices are very rich.","Red","Zinfandel","US",44802
"27203","This Blaufränkisch rosé is light, fruity and just off dry. It has attractive red-berry acidity and a very fresh character. Ready to drink now. Screwcap.","Rosé","Rosé","Austria",27203
"55919","Zippy, fresh conference pear fruit with just a little edge of white pepper and zingy lemon zest plays on this linear, light-bodied but ultrafresh wine. An almost-weightless lightness means that the wine will do well as an enlivening apéritif.","White","Grüner Veltliner","Austria",55919
"59672","This bold, densely flavored and impressively tannic wine is dry, very well structured and will be interesting to age until 2018–2019. It smells darkly fruity, smoky and spicy, and tastes like cranberry and black cherry, finishing with a firm tang of tannin. It will be best after 2018.","Red","Red Blend","US",59672
"37924","Ripe spicy berry aromas include welcome notes of wood grain and pencil eraser. This full tannic Tannat is a big load. Savory flavors of baked plum, tea, spice and chocolate finish with oak-driven complexity. Best from 2020–2026.","Red","Tannat","Uruguay",37924
"30397","Fruity and herbal, this fresh wine suggests ripe apples and white peaches. The crisp texture brings out the perfumed character of the fruit. The wine is ready to drink.","White","Bordeaux-style White Blend","France",30397
"45764","This barrel-fermented effort was not put through malolactic. It retains a very fresh, citrusy profile, a mix of rind and pulp flavors, with streaks of quinine and tonic. Good persistence, with the snap of fresh lime in the finish.","White","Viognier","US",45764
"49978","Sharp acidity and sugary sweet, jammy raspberry and cherry flavors give this wine a distinctly rustic feel. It shows the silkiness you want in a Pinot Noir, but is disappointing for the price.","Red","Pinot Noir","US",49978
"33124","Slightly minty and grassy on the nose, and that mild green character persists. The palate is a bit clacky and acidic, yet the flavors evolve and ultimately rest at candied and medicinal. A touch biting but it tastes pretty good and it's decidedly not sour. A blend of 55% Monastrell with 25% Cabernet Savuignon and 20% Syrah.","Red","Red Blend","Spain",33124
"38744","With huge amounts of graphite, toast, wood grain, blueberry and blackberry aromas, this Cabernet Franc-led blend (with Malbec and Petit Verdot) is solid as granite, with a layered structure. Flavors of blackberry, chocolate and herbs dance together, while the finish is long, dark, minty and chocolaty. Best from 2016 through 2022.","Red","Red Blend","Argentina",38744
"70454","This has soft red fruits along with a firm structure of tannins and acids. Shapely and balanced, this is ready to drink now.","Red","Pinot Noir","France",70454
"28957","Wood aging has imparted a slight bitterness to the ripe fruit. The juicy red-cherry flavor is melded into the firm tannins, and the finish is bright and round.","Red","Pinot Noir","France",28957
"91094","For some reason, Fritz held this wine back eight months later than their very fine 2009 Reserve Pinot. It's a solid wine, silky and pure, but it's a little too sweet in raspberries and cherries, like a granola candy bar.","Red","Pinot Noir","US",91094
"54988","A floral wine, full of ripe black-cherry fruit and with a firm structure that sustains the wine. This cru wine is rich, still developing, still with enough tannins and acidity to allow it to age further. Drink this attractive wine from mid-2017.","Red","Gamay","France",54988
"40436","This is a pretty wine, forward and fruit-driven, with orange-juice highlights around cherry fruit. It's as fresh and flavorful as a Cru Beaujolais, ready for immediate enjoyment and best consumed sometime this decade.","Red","Pinot Noir","US",40436
"4732","Brilliant strawberry and raspberry aromas, bright and effusive fruit flavors, and a sense of freshness and purity make this wine from one of El Dorado County's oldest wineries a pleasure to drink. It's full bodied, has a smooth texture, mild tannins and a lingering finish.","Red","Zinfandel","US",4732
"64324","This straightforward Barbaresco opens with a pretty nose of wild rose, crushed red berry and balsamic notes. The palate delivers ripe black cherry, licorice and cinnamon alongside chewy tannins.","Red","Nebbiolo","Italy",64324
"43209","Sweet red-fruit aromas are mild and earthy. This feels rough on its own but will drink well with food. Flavors of plum, berry and chocolate lead to a similar-tasting, medium finish.","Red","Cabernet Sauvignon","Argentina",43209
"40493","A blend of Carricante and Catarratto planted in high-altitude vineyards, this linear vibrant white offers delicate but enticing scents of Spanish broom, jasmine and orchard fruit. The bright delicious palate doles out creamy yellow apple, green pear and chopped mint while a mineral note underscores the finish. It's loaded with finesse.","White","White Blend","Italy",40493
"26740","A solid Pinot Noir, silky and rich in raspberry, cherry and smoky oak flavors. Notable for its silky texture and balancing acidity, it's a lovely wine to drink now and over the next few years.","Red","Pinot Noir","US",26740
"59042","Hard tannins, probably from the grape skins, mark this wine, the kind you usually don't find in a Syrah, especially one from a warm climate like Alexander Valley. Beyond the lockdown astringency, you'll find lush blackberry and cocoa flavors, but they may not last long enough for the wine to age.","Red","Syrah","US",59042
"46423","From the producer's estate ranch, a coveted source of Chardonnay and Pinot Noir, this is a 100% stainless-steel wine, low in ripeness, that's enthusiastic in watermelon, cherry and strawberry, smelling like summer. Dark pink-red in color, it's crisp, light, tangy in acidity and everything you want in a quaffing wine.","Red","Pinot Noir","US",46423
"78008","A lovely, fragrant lift of honeysuckle and grape rises from the glass in this wine. The palate is light and dry—still floral yet tinged with lemony freshness. Easy and bright like a summer breeze.","White","White Blend","Austria",78008
"98081","Here is a lively, buoyant wine that affords room for a wide array of aromatic nuances. Apple, almond, cherry cobbler and penetrating black tar are foreground notes with red fruit and sweet vanilla as soft background shadings. The intensity is as remarkable as its persistency.","Red","Corvina, Rondinella, Molinara","Italy",98081
"37370","Situated at the mouth of the Pinhão river in the heart of the Douro region, this vineyard has produced a warm, ripe, finely fruity wine. It comes from some of the oldest parcels of the vineyard and is fermented in old open stone fermenters. The wood aging has added to its richness. Drink this wine from 2017.","Red","Portuguese Red","Portugal",37370
